0,0.042404,0.54489,0.060463,0.63628,0.62788,0.63975,0.41954,0.08248,0.60406,0.64069,0.61225,0.64152,0.41813,0.35972,0.41282,0.64982,0.63809,0.39155,0.62784,0.66845,0.62754,0.059551,0.62229,0.5865,0.014602,0.60991,0.38152,0.63782,0.65013,0.61131,0.67989,0.62924,0.43478,0.59942,0.59621,0.60258,0.33561,0.46519,0.65156,0.45034,0.63392,0.62527,0.62407,0.61204,0.59897,0.20486,0.63766,0.42345,0.61583,0.52246,0.44367,0.36294,0.62596,0.62677,0.66284,0.64578,0.12193,0.07031,0.62178,0.59787,0.46083,0.63901,0.37058,0.16721,0.62041,0.62932,0.63953,0.304,0.63219,0.32421,0.039596,0.6513,0.63556,0.58078,0.62382,0.64973,0.033191,0.65388,0.44087,0.060616,0.64097,0.62501,0.36088,0.46799,0.63946,0.055226,0.64379,0.197,0.61345,0.6218,0.023455,0.22842,0.065532,0.56267,0.61485,0.63471,0.4104,0.4034,0.1499,0.35817,0.43432,0.033208,0.031477,0.029887,0.61275,0.6315,0.63567,0.15946,0.64296,0.024989,0.033055,0.62752,0.64546,0.04854,0.37464,0.60964,0.63086,0.61643,0.32768,0.61797,0.62519,0.63212,0.64461,0.61864,0.46846,0.028327,0.035185,0.63936,0.63648,0.50119,0.65336,0.66252,0.63163,0.63155,0.63626,0.63793,0.62224,0.59929,0.043139,0.39217,0.46946,0.45727,0.62879,0.64497,0.15056,0.59019,0.60676,0.63316,0.64433,0.62005,0.64621,0.59699,0.64542,0.64692,0.63146,0.65502,0.63615,0.64256,0.63373,0.64124,0.59835,0.61292,0.59744,0.63782,0.63567,0.65439,0.64602,0.62834,0.64003,0.64774,0.6349,0.026611,0.02245,0.019067,0.032303,0.63421,0.5977,0.64103,0.43543,0.36904,0.46434,0.45226,0.4351,0.46237,0.36515,0.34681,0.63721,0.62148,0.63755,0.63613,0.63661,0.14821,0.62814,0.4473,0.63315,0.45817,0.43138,0.012169,0.64409,0.31108,0.45991,0.62591,0.40002,0.64613,0.6624,0.074032,0.66392,0.075173,0.65696,0.65415,0.028554,0.62843,0.5516,0.6887,0.55927,0.14925,0.67116,0.60809,0.5944,0.61112,0.080561,0.60681,0.61185,0.61507,0.40633,0.61675,0.63551
0.042404,0,0.53452,0.025652,0.62695,0.61879,0.66253,0.45032,0.1094,0.62706,0.66377,0.63572,0.63158,0.43649,0.39596,0.4436,0.63955,0.66135,0.4153,0.65038,0.65793,0.65075,0.066543,0.64564,0.60939,0.030661,0.60141,0.4109,0.62793,0.64027,0.63484,0.67012,0.65246,0.46393,0.62074,0.62131,0.59285,0.36206,0.49441,0.64172,0.48016,0.623,0.61458,0.64639,0.60253,0.58887,0.2323,0.62934,0.45244,0.60854,0.54896,0.47222,0.39925,0.61662,0.65003,0.65284,0.63744,0.14984,0.071639,0.64401,0.58701,0.4858,0.66177,0.40707,0.20431,0.64286,0.61983,0.66265,0.33258,0.65534,0.34854,0.074951,0.64235,0.65801,0.56932,0.64737,0.64043,0.014359,0.64417,0.46514,0.072821,0.66434,0.648,0.39714,0.49296,0.66258,0.078886,0.63425,0.2353,0.60406,0.64421,0.032564,0.26108,0.052843,0.55184,0.63744,0.65786,0.43847,0.43398,0.18447,0.39411,0.45434,0.070544,0.068885,0.013784,0.60306,0.65395,0.65824,0.19573,0.66525,0.03344,0.019066,0.61803,0.63475,0.042419,0.41014,0.5991,0.654,0.63968,0.36253,0.64086,0.6158,0.65484,0.63501,0.64347,0.49487,0.034749,0.0092538,0.66248,0.65899,0.52685,0.64365,0.68453,0.62158,0.65489,0.65942,0.6612,0.61275,0.59153,0.084252,0.42175,0.49465,0.4874,0.6502,0.63512,0.18677,0.61204,0.59664,0.6231,0.63387,0.61015,0.63589,0.58748,0.63519,0.63668,0.62257,0.64552,0.62578,0.63239,0.62442,0.63165,0.58872,0.60253,0.58671,0.6283,0.62582,0.64481,0.63581,0.61869,0.6305,0.63812,0.6248,0.028129,0.062733,0.059092,0.03774,0.65651,0.62175,0.66336,0.45961,0.39661,0.4868,0.47711,0.46485,0.48946,0.38795,0.37676,0.66034,0.64442,0.66147,0.65959,0.65985,0.18474,0.6508,0.47709,0.65624,0.48699,0.4522,0.044155,0.66756,0.33536,0.48396,0.6164,0.42447,0.66792,0.68469,0.065982,0.68595,0.087026,0.67884,0.67687,0.044375,0.65057,0.58002,0.71075,0.5454,0.14032,0.69635,0.59543,0.58086,0.63427,0.12043,0.59875,0.60306,0.63757,0.43713,0.63902,0.62686
0.54489,0.53452,0,0.51665,0.12559,0.1205,0.88831,0.50834,0.56283,0.8645,0.88614,0.87197,0.13244,0.35928,0.63292,0.50761,0.14136,0.8879,0.43338,0.87843,0.16884,0.87948,0.59186,0.8728,0.83743,0.53464,0.1031,0.48454,0.13662,0.14225,0.87446,0.17336,0.88067,0.49554,0.85548,0.86474,0.10536,0.44606,0.5103,0.15384,0.51021,0.13326,0.12323,0.86191,0.1194,0.10111,0.45097,0.13298,0.49376,0.11152,0.77976,0.49597,0.64289,0.1087,0.88129,0.17137,0.13728,0.62938,0.56637,0.863,0.10576,0.44635,0.88571,0.63795,0.53043,0.87497,0.12362,0.88631,0.68994,0.88127,0.68344,0.54121,0.14013,0.88232,0.12006,0.8768,0.13997,0.53388,0.14178,0.43755,0.49371,0.88919,0.87723,0.63731,0.44918,0.88883,0.57889,0.13254,0.56998,0.11497,0.87283,0.55659,0.48762,0.48912,0.11615,0.87236,0.88347,0.47592,0.5046,0.50894,0.63182,0.38315,0.56615,0.56077,0.54204,0.10624,0.88165,0.86795,0.51707,0.87707,0.52594,0.52466,0.12105,0.1367,0.57243,0.64568,0.12203,0.88149,0.87373,0.61861,0.87262,0.11508,0.88396,0.13594,0.87996,0.47423,0.53489,0.53341,0.88638,0.88663,0.47466,0.13931,0.88629,0.12483,0.8828,0.88356,0.88488,0.11618,0.14638,0.56216,0.49107,0.45467,0.51977,0.87881,0.13294,0.5249,0.84488,0.11924,0.13199,0.13378,0.11233,0.13404,0.10558,0.14156,0.13696,0.12528,0.14805,0.12646,0.14424,0.12595,0.12762,0.098486,0.10845,0.10477,0.12625,0.12391,0.14023,0.13744,0.11945,0.1298,0.1343,0.13489,0.55429,0.53997,0.55848,0.56241,0.86777,0.84867,0.87702,0.42711,0.46213,0.41925,0.44485,0.49367,0.47211,0.39788,0.48417,0.88611,0.87492,0.88413,0.88501,0.88402,0.52159,0.86858,0.51004,0.88356,0.4994,0.38448,0.53323,0.89218,0.66844,0.44043,0.11019,0.43562,0.87318,0.8871,0.47362,0.8805,0.48833,0.88837,0.88636,0.52025,0.87067,0.77187,0.88374,0.099254,0.40137,0.87752,0.12911,0.12407,0.8726,0.58456,0.088876,0.12032,0.85872,0.50875,0.85745,0.12062
0.060463,0.025652,0.51665,0,0.61162,0.60357,0.6824,0.44939,0.13075,0.64711,0.68351,0.6558,0.61625,0.42765,0.4103,0.44254,0.62423,0.68124,0.40849,0.67023,0.64309,0.67064,0.091746,0.66543,0.62891,0.04769,0.58611,0.40855,0.6129,0.62508,0.65505,0.65523,0.67235,0.46139,0.64059,0.64156,0.57762,0.35773,0.49166,0.62699,0.47809,0.6077,0.59919,0.6657,0.58765,0.57349,0.23137,0.61446,0.44953,0.59352,0.56789,0.46889,0.41417,0.60091,0.67002,0.63844,0.62245,0.17465,0.095135,0.66344,0.57162,0.48061,0.68155,0.4212,0.21444,0.66281,0.60463,0.68243,0.35439,0.67515,0.36962,0.083948,0.62719,0.67777,0.55456,0.66727,0.62526,0.036555,0.62884,0.45916,0.06789,0.68419,0.66789,0.41176,0.48769,0.68246,0.10361,0.61892,0.24951,0.58899,0.66403,0.056686,0.26463,0.03752,0.53736,0.65747,0.67768,0.43508,0.43254,0.19275,0.40859,0.44606,0.092087,0.090041,0.036931,0.5876,0.67381,0.67741,0.20325,0.68457,0.041246,0.028245,0.60278,0.61927,0.067169,0.42515,0.58413,0.67387,0.6597,0.37771,0.6608,0.60038,0.67477,0.61979,0.66362,0.49012,0.055281,0.031639,0.68227,0.67889,0.52164,0.62823,0.70358,0.60623,0.67479,0.6792,0.68098,0.59746,0.57825,0.10323,0.41941,0.48934,0.48535,0.67005,0.61971,0.19725,0.63176,0.58174,0.60799,0.61837,0.59468,0.62036,0.57244,0.62004,0.62128,0.60747,0.63048,0.61027,0.61747,0.6092,0.61618,0.57336,0.587,0.57133,0.6129,0.61034,0.62942,0.62047,0.60331,0.61518,0.62271,0.60975,0.052861,0.076877,0.079024,0.063104,0.67573,0.64134,0.68273,0.4542,0.3929,0.47979,0.47164,0.46395,0.4859,0.38248,0.37491,0.68019,0.66433,0.68122,0.67942,0.67963,0.19394,0.67024,0.4749,0.67612,0.48416,0.445,0.058522,0.68743,0.3561,0.47774,0.60073,0.41842,0.68697,0.70377,0.053806,0.70472,0.079315,0.69815,0.69618,0.049615,0.6701,0.59737,0.72884,0.52924,0.12195,0.71464,0.58007,0.56525,0.65442,0.14065,0.58296,0.58835,0.65704,0.43584,0.65838,0.61144
0.63628,0.62695,0.12559,0.61162,0,0.0091007,0.89368,0.57651,0.64207,0.87392,0.89118,0.8811,0.01221,0.43556,0.68127,0.57756,0.022286,0.89386,0.51696,0.88465,0.048454,0.88636,0.67938,0.87988,0.84654,0.62614,0.029997,0.5608,0.018947,0.019249,0.8842,0.049534,0.88738,0.56506,0.86357,0.8773,0.034986,0.52952,0.57774,0.032204,0.57761,0.02972,0.026288,0.86632,0.029511,0.039591,0.53671,0.016565,0.56677,0.03774,0.79705,0.56747,0.69078,0.017738,0.88863,0.05026,0.018382,0.70762,0.64882,0.868,0.046645,0.51255,0.89082,0.68561,0.60904,0.88218,0.009344,0.89165,0.74072,0.88739,0.72759,0.63543,0.016538,0.88744,0.074473,0.88429,0.014798,0.62477,0.019039,0.51,0.5895,0.89484,0.88416,0.68545,0.51483,0.89456,0.66348,0.0084106,0.64197,0.024572,0.8794,0.64729,0.56615,0.58519,0.086799,0.88044,0.88941,0.54976,0.57729,0.58947,0.67967,0.45791,0.65433,0.64866,0.63418,0.024413,0.88754,0.871,0.59981,0.87975,0.61959,0.61778,0.009919,0.024541,0.66178,0.69043,0.040126,0.88793,0.88211,0.66816,0.88027,0.011557,0.89023,0.011597,0.88992,0.54269,0.62345,0.62506,0.89176,0.89225,0.53826,0.017914,0.88605,0.013549,0.88942,0.88919,0.89045,0.014504,0.068079,0.65023,0.56675,0.52141,0.58774,0.88422,0.011788,0.60392,0.85366,0.038686,0.019254,0.019703,0.01859,0.018312,0.040747,0.023093,0.018719,0.0088356,0.023017,0.016368,0.027417,0.0044375,0.0066578,0.038366,0.028793,0.045834,0.0033502,0.0079369,0.018442,0.01872,0.009495,0.0055532,0.012123,0.021344,0.64497,0.63114,0.64861,0.65188,0.87091,0.85784,0.88012,0.49555,0.54149,0.48847,0.51394,0.55481,0.53541,0.47309,0.5639,0.89191,0.88221,0.89011,0.89109,0.88971,0.60302,0.87334,0.57863,0.88979,0.56627,0.45427,0.62468,0.8977,0.71366,0.51083,0.015606,0.5151,0.87429,0.8872,0.56808,0.87913,0.5862,0.88954,0.88837,0.614,0.87536,0.78482,0.87772,0.10353,0.50096,0.87682,0.065548,0.0816,0.88186,0.66923,0.046544,0.029824,0.86467,0.58116,0.86272,0.014705
0.62788,0.61879,0.1205,0.60357,0.0091007,0,0.88586,0.56828,0.6334,0.86596,0.88336,0.87314,0.019098,0.4277,0.67228,0.56932,0.029542,0.88601,0.509,0.87681,0.054771,0.87848,0.67104,0.87198,0.83857,0.6178,0.021954,0.55249,0.021928,0.026635,0.87622,0.056978,0.8795,0.55704,0.85569,0.8692,0.027768,0.52109,0.56993,0.036768,0.56965,0.032201,0.026334,0.85853,0.022978,0.033045,0.52784,0.01617,0.55872,0.031357,0.78874,0.55958,0.6818,0.016057,0.88073,0.054776,0.021649,0.69891,0.64046,0.86019,0.041618,0.50486,0.883,0.67664,0.60004,0.87431,0.0074987,0.88381,0.73184,0.87954,0.71885,0.62696,0.023654,0.87964,0.069227,0.87637,0.022511,0.61653,0.027668,0.50225,0.58113,0.88699,0.87627,0.67647,0.50721,0.88672,0.65497,0.017129,0.6329,0.017119,0.87155,0.63897,0.55717,0.57703,0.080115,0.87253,0.88155,0.54166,0.56904,0.58051,0.67068,0.45021,0.64581,0.64013,0.62595,0.018091,0.87971,0.86324,0.59086,0.87202,0.61129,0.60955,0.0065201,0.030837,0.65354,0.68148,0.036106,0.88006,0.87418,0.65914,0.87237,0.0067119,0.88238,0.019119,0.8819,0.53507,0.6151,0.61684,0.88393,0.88443,0.53092,0.026883,0.87843,0.015638,0.88155,0.88135,0.8826,0.0083758,0.061625,0.64162,0.5585,0.51381,0.57984,0.87643,0.0203,0.59494,0.84574,0.033299,0.020872,0.026511,0.014607,0.02596,0.032911,0.028577,0.026139,0.0053332,0.030129,0.020992,0.031005,0.0070615,0.015516,0.030868,0.02486,0.040506,0.01183,0.0137,0.027334,0.0257,0.0084018,0.013789,0.021163,0.02337,0.63668,0.62265,0.64014,0.64356,0.86316,0.84985,0.87237,0.48765,0.53319,0.48096,0.50622,0.54662,0.5276,0.46467,0.55543,0.88407,0.87432,0.88224,0.88323,0.88186,0.59406,0.86553,0.57067,0.88193,0.55841,0.4464,0.61627,0.88985,0.7049,0.50325,0.014005,0.50711,0.86662,0.87956,0.55984,0.87154,0.57785,0.88188,0.88065,0.60565,0.86756,0.7766,0.8703,0.09922,0.49286,0.86914,0.06421,0.079496,0.8739,0.66049,0.041155,0.021815,0.85682,0.57292,0.8549,0.015504
0.63975,0.66253,0.88831,0.6824,0.89368,0.88586,0,0.67412,0.5574,0.036358,0.0083529,0.03038,0.89718,0.74452,0.40122,0.67686,0.90228,0.0086189,0.74216,0.012879,0.90423,0.014252,0.6243,0.020742,0.055522,0.6446,0.8762,0.68595,0.88791,0.89977,0.033041,0.91304,0.012971,0.70285,0.048615,0.059943,0.86953,0.69001,0.72213,0.89069,0.70434,0.89136,0.88742,0.027782,0.86832,0.87042,0.62231,0.88532,0.70926,0.87483,0.14055,0.72311,0.39227,0.89537,0.015686,0.891,0.89296,0.541,0.59825,0.026164,0.86985,0.732,0.0034006,0.40302,0.55238,0.021024,0.88639,0.007657,0.34597,0.010411,0.31697,0.64945,0.90009,0.0080691,0.84653,0.020788,0.89906,0.64895,0.90526,0.74017,0.66565,0.011225,0.015093,0.39704,0.73719,0.0060291,0.59511,0.89862,0.50591,0.87318,0.019343,0.64203,0.58444,0.67959,0.82984,0.026316,0.0087473,0.70461,0.68301,0.56633,0.39659,0.75288,0.61308,0.61166,0.65553,0.88091,0.010533,0.028303,0.57906,0.022844,0.65789,0.66036,0.88632,0.90285,0.64101,0.37655,0.86864,0.010936,0.024962,0.3924,0.021931,0.88827,0.0084296,0.89672,0.042554,0.74339,0.62952,0.65454,0.0074864,0.0068672,0.76033,0.90697,0.040237,0.89096,0.012794,0.009207,0.01071,0.88365,0.8272,0.60772,0.69172,0.74228,0.71209,0.027671,0.9013,0.55349,0.052692,0.86528,0.88666,0.90261,0.88592,0.90442,0.86211,0.89555,0.90214,0.88566,0.89964,0.89737,0.88886,0.88964,0.89998,0.86967,0.88257,0.86935,0.89604,0.89655,0.90711,0.90019,0.88958,0.89581,0.90309,0.88657,0.64389,0.63218,0.62747,0.6359,0.026847,0.050194,0.020312,0.71827,0.69542,0.75683,0.73575,0.6598,0.71162,0.68306,0.6731,0.0070453,0.018448,0.023102,0.013379,0.010129,0.56817,0.020823,0.70725,0.0084384,0.7147,0.72909,0.63964,0.013763,0.32912,0.75183,0.89441,0.7304,0.03465,0.038665,0.66897,0.050049,0.67744,0.03009,0.026668,0.65554,0.019981,0.17368,0.086173,0.8619,0.70524,0.093277,0.87627,0.87305,0.0309,0.57914,0.8854,0.86458,0.029721,0.6832,0.031251,0.89557
0.41954,0.45032,0.50834,0.44939,0.57651,0.56828,0.67412,0,0.41172,0.64773,0.66987,0.6502,0.5873,0.15628,0.28815,0.0094469,0.59758,0.66896,0.10725,0.66695,0.61824,0.6611,0.46841,0.65375,0.62527,0.42401,0.54778,0.04832,0.5862,0.59394,0.65133,0.61823,0.66221,0.031582,0.65598,0.626,0.55681,0.10486,0.055671,0.5981,0.036415,0.59289,0.58328,0.65611,0.5636,0.55716,0.22053,0.56901,0.037918,0.5403,0.53563,0.050302,0.2992,0.56629,0.66185,0.61115,0.57469,0.44356,0.46295,0.65728,0.56485,0.091138,0.67236,0.28469,0.27706,0.66375,0.57386,0.66937,0.44808,0.66396,0.47255,0.38837,0.58475,0.67218,0.56352,0.65516,0.58743,0.44184,0.59429,0.093552,0.38189,0.66928,0.6611,0.2933,0.09507,0.67123,0.4384,0.58452,0.29273,0.56208,0.6628,0.44268,0.19903,0.41522,0.54576,0.65949,0.66604,0.044662,0.023886,0.28514,0.29249,0.1408,0.41637,0.41386,0.44396,0.56227,0.67089,0.66031,0.26975,0.67123,0.4184,0.43162,0.57222,0.59802,0.46663,0.30977,0.57276,0.66386,0.65435,0.30749,0.65724,0.5683,0.67011,0.58661,0.64394,0.082607,0.43101,0.44349,0.66936,0.67501,0.11158,0.59311,0.68495,0.58098,0.66308,0.66624,0.66645,0.56803,0.5465,0.39817,0.041522,0.094075,0.04493,0.67813,0.58828,0.2931,0.64146,0.56644,0.58402,0.59419,0.5698,0.59394,0.55143,0.59496,0.59437,0.56952,0.59471,0.5869,0.59368,0.57513,0.58223,0.5517,0.56964,0.56315,0.57947,0.58082,0.59269,0.59377,0.5738,0.58176,0.58778,0.58612,0.4456,0.39785,0.41633,0.44958,0.6625,0.62432,0.6705,0.091446,0.072007,0.12267,0.08942,0.039263,0.068166,0.11651,0.077879,0.66861,0.65918,0.65936,0.66435,0.66595,0.28652,0.65851,0.036467,0.66642,0.049791,0.13132,0.41113,0.67108,0.46139,0.10365,0.56841,0.092178,0.67403,0.68278,0.40338,0.68068,0.37303,0.68659,0.67627,0.40701,0.66509,0.5088,0.68815,0.5651,0.38088,0.64686,0.59265,0.59041,0.65352,0.39003,0.53729,0.55659,0.65022,0.022394,0.65186,0.56762
0.08248,0.1094,0.56283,0.13075,0.64207,0.6334,0.5574,0.41172,0,0.5217,0.55842,0.52996,0.64717,0.4257,0.29884,0.40628,0.65523,0.55581,0.40246,0.54547,0.67167,0.54524,0.083161,0.54004,0.50428,0.0881,0.61614,0.38049,0.64227,0.65508,0.529,0.68323,0.54695,0.43142,0.51698,0.51426,0.60843,0.34122,0.46235,0.65468,0.44554,0.63943,0.63126,0.54186,0.61639,0.60544,0.2055,0.64183,0.42277,0.62113,0.44167,0.44356,0.30061,0.63348,0.54446,0.6645,0.65025,0.066797,0.063577,0.53951,0.6043,0.46046,0.55668,0.31065,0.13744,0.538,0.63469,0.55725,0.22386,0.54991,0.24195,0.10043,0.65625,0.5532,0.58502,0.54158,0.65467,0.095462,0.65934,0.44469,0.12152,0.55871,0.54268,0.29929,0.46783,0.55715,0.046101,0.64943,0.14809,0.61854,0.53942,0.086344,0.21296,0.13219,0.5662,0.53245,0.55242,0.41023,0.39923,0.12666,0.29635,0.44165,0.058689,0.056052,0.10015,0.61936,0.54912,0.55354,0.14367,0.56074,0.10214,0.10559,0.63313,0.65152,0.092964,0.31034,0.61427,0.54856,0.53411,0.26246,0.53561,0.63149,0.54975,0.64978,0.53664,0.46955,0.075565,0.10083,0.55707,0.5541,0.50167,0.6592,0.58039,0.63747,0.54928,0.55399,0.55567,0.62807,0.59788,0.058458,0.39124,0.47018,0.45329,0.54636,0.65091,0.11955,0.5078,0.61119,0.638,0.65053,0.62656,0.6525,0.60222,0.65021,0.6527,0.63647,0.65933,0.64252,0.64652,0.63912,0.64748,0.60482,0.61974,0.60385,0.64381,0.64201,0.66013,0.65158,0.63442,0.64568,0.65365,0.63948,0.088766,0.078621,0.071571,0.082475,0.55203,0.51567,0.55879,0.43519,0.37176,0.46865,0.45372,0.42274,0.45769,0.3652,0.34671,0.55491,0.53914,0.55543,0.55389,0.55435,0.12595,0.54591,0.44345,0.55084,0.45462,0.43387,0.083607,0.56184,0.22875,0.46379,0.63324,0.40699,0.56398,0.58029,0.12944,0.58194,0.13655,0.5747,0.57198,0.10148,0.54611,0.47358,0.6072,0.56927,0.19551,0.59031,0.61413,0.60162,0.52876,0.056012,0.61526,0.61561,0.53282,0.40188,0.53451,0.64183
0.60406,0.62706,0.8645,0.64711,0.87392,0.86596,0.036358,0.64773,0.5217,0,0.038826,0.011823,0.87756,0.71791,0.37165,0.65013,0.88289,0.035202,0.714,0.025593,0.88569,0.024876,0.58833,0.022707,0.027791,0.60905,0.85576,0.658,0.86843,0.88048,0.012843,0.89475,0.026614,0.67669,0.028898,0.037642,0.84898,0.66067,0.69676,0.87179,0.6787,0.87158,0.86736,0.035384,0.84826,0.84967,0.58987,0.86591,0.68249,0.8547,0.11227,0.6969,0.36254,0.87506,0.023524,0.87265,0.87368,0.50473,0.56267,0.030876,0.84907,0.70679,0.036389,0.37408,0.51827,0.01872,0.86655,0.037275,0.30981,0.029975,0.2809,0.61383,0.88084,0.033965,0.8257,0.023647,0.87978,0.61348,0.88595,0.71398,0.63059,0.038853,0.021868,0.36738,0.71216,0.036171,0.55919,0.87906,0.47164,0.85303,0.021248,0.60627,0.55236,0.64459,0.80867,0.01278,0.032273,0.67756,0.6558,0.53221,0.36686,0.72656,0.5772,0.57584,0.61994,0.86046,0.029257,0.046399,0.54503,0.048498,0.62241,0.62493,0.8664,0.88323,0.60521,0.34728,0.84846,0.028076,0.013447,0.36096,0.014592,0.86816,0.02854,0.87727,0.036128,0.718,0.59404,0.61907,0.037012,0.033536,0.73602,0.88759,0.070456,0.87108,0.029254,0.034395,0.03641,0.86356,0.80786,0.5719,0.66403,0.71714,0.68649,0.036501,0.8817,0.51914,0.025806,0.84507,0.867,0.88295,0.86565,0.88478,0.84153,0.87619,0.88261,0.86594,0.8806,0.87749,0.86959,0.8699,0.88025,0.84891,0.86208,0.84856,0.87628,0.87667,0.88776,0.88069,0.86958,0.87616,0.88357,0.867,0.60818,0.59656,0.59165,0.60012,0.044298,0.029862,0.045592,0.69243,0.66703,0.7314,0.71009,0.63456,0.68673,0.65532,0.64404,0.034352,0.018191,0.041003,0.034914,0.034901,0.53386,0.033693,0.68141,0.03001,0.68929,0.70318,0.6041,0.042172,0.29323,0.72616,0.87413,0.70278,0.058077,0.069351,0.63423,0.077769,0.64246,0.061203,0.057637,0.62012,0.033185,0.15699,0.11371,0.83959,0.6717,0.11181,0.85577,0.85201,0.0084254,0.54319,0.8645,0.84463,0.025444,0.65607,0.030194,0.8757
